title	link	date	title_corrected	summary
Garcia: Educating refugee children not a priority - Trinidad News	https://newsday.co.tt/2019/06/06/garcia-educating-refugee-children-not-a-priority/	2019-06-06	Garcia: Educating refugee children not a priority	None 
CDB could help TT with migrant issues - Trinidad News	https://newsday.co.tt/2019/06/06/cdb-could-help-tt-with-migrant-issues/	2019-06-06	CDB could help TT with migrant issues	None 
Set up refugee camps for the Venezuelans - Trinidad News	https://newsday.co.tt/2019/06/07/set-up-refugee-camps-for-the-venezuelans/	2019-06-07	Set up refugee camps for the Venezuelans	None 
AG: Rise in murders due to 'migration issues' - Trinidad News	https://newsday.co.tt/2019/06/11/ag-rise-in-murders-due-to-migration-issues/	2019-06-11	AG: Rise in murders due to 'migration issues'	None 
Ghana willing to help with migrant crisis - Trinidad Guardian	http://www.guardian.co.tt/news/ghana-willing-to-help-with-migrant-crisis-6.2.862940.d9c3f323d8	2019-06-13	Ghana willing to help with migrant crisis	Touching on Venezuela’s ongoing crisis, Rowley said the matter required international attention. “I think it is our moral duty to do so.” Rowley said there was also move to break up the African Pacific Nations (APC) as a block so that our negotiating power would be diminished. The Caribbean, Rowley said relies on Ghana and “our colleagues elsewhere to agree with us on this position and let that be our diplomatic response.” Rowley said attempts were being made by individuals and some quarters to break up the APC block “by those who believe that it will serve their purpose.” 
Riot Squad called out for anti-migrant protesters - Trinidad & Tobago Express	https://trinidadexpress.com/news/local/riot-squad-called-out-for-anti-migrant-protesters/article_937640ee-8ea2-11e9-b893-379108b93c4a.html	2019-06-14	Riot Squad called out for anti-migrant protesters	"""What I would say to people who see this as xenophobic is charity starts at home. ""It is no more than about 700 registering per day and only a few hundred overlap. The Commissioner cautioned against fear-mongering saying while there have been incidents of Venezuelan migrants involved in criminal activities, people ought not to target or profile Venezuelans as a whole. "
Rowley: 13900 migrant registered so far - Trinidad Guardian	http://www.guardian.co.tt/news/rowley-13900-migrant-registered-so-far-6.2.863327.764cfc4584	2019-06-14	Rowley: 13900 migrant registered so far	"Today is the culmination of a two-week registration period in which Venezuelan migrants have been mandated by Government to declare their presence, in exchange for a special registration card and clearance to work for one year. ""These are matters that persons in Trinidad and Tobago must understand require a balancing act and Madame Speaker, the energy coming to me from the other side is in keeping with statements that they have been making that there are 40,000 and 60,000 migrants here,"" Rowley said, as he slammed the UNC Opposition for spreading ""misinformation."" He accused the Opposition of being part of a pressure campaign, along with international organisations, to make Trinidad and Tobago into a migration camp. "
For uncounted refugee masses, just four plastic bathrooms - Trinidad & Tobago Express	https://trinidadexpress.com/opinion/columnists/for-uncounted-refugee-masses-just-four-plastic-bathrooms/article_b4be61a4-8fd9-11e9-9906-c7d8d1cba181.html	2019-06-15	For uncounted refugee masses, just four plastic bathrooms	BY last Thursday, when that ugly big word, “xenophobia”, was falling from common mouths, about 14,000 Venezuelans had passed the government’s registration test, thereby qualifying for temporary if not permanent residence. By 2019, the Venezuelan invasion, improvised in short-order small boatloads, did not make landfall here as an inrush coming out of some unknown nowhere. Last week, as the Government claimed a total of 14,000 registered incomers, one nameless official was estimating 20,000. 
Registered migrants say jobs hard to find - Trinidad Guardian	http://www.guardian.co.tt/news/registered-migrants-say-jobs-hard-to-find-6.2.864266.e238d2b200	2019-06-15	Registered migrants say jobs hard to find	It is competitive and very hard for us because we have to help out our families back in Venezuela,” Moya said. The Tucupita native arrived in Trinidad two weeks ago and showed up for registration on Wednesday. However, he said that the online system was not working properly and by 11 am on Thursday, it had completely shut down. 
PM accuses US of hypocrisy on migrant policy - Trinidad Guardian	http://www.guardian.co.tt/news/pm-accuses-us-of-hypocrisy-on-migrant-policy-6.2.869407.1e2c711922	2019-06-21	PM accuses US of hypocrisy on migrant policy	A new visa policy went into effect but the details have not yet been made public. They also took note that a new intelligence task force was started to improve investigations, while a new memorandum of understanding between its children’s authority and an anti-trafficking unit was put in place to better protect child victims. The Trafficking in Persons Report 2019, Young said, recognised that this country had increased anti-trafficking training for public officials; initiated investigations against three potentially complicit officials; initiated more prosecutions; established a new intelligence task force to improve investigations; and established a new Memorandum of Understanding between Government’s Counter Trafficking Unit (CTU) and The Children’s Authority to better protect child victims. 
Deyalsingh spells out health policy on migrants - Trinidad & Tobago Express	https://trinidadexpress.com/news/local/deyalsingh-spells-out-health-policy-on-migrants/article_29420740-948c-11e9-a6a5-cf5c4a11ae65.html	2019-06-21	Deyalsingh spells out health policy on migrants	Migrants can access healthcare at public hospitals but they will not be allowed to donate blood for a period of time. The Ministry of Health sought to make its policy on the treatment of non-nationals clear in a statement issued yesterday. This includes initial treatment, stabilisation and discharge for acute medical conditions. 
16523 migrants registered in two weeks - Trinidad Guardian	http://www.guardian.co.tt/news/16523-migrants-registered-in-two-weeks-6.2.872276.48a91166b4	2019-06-25	16523 migrants registered in two weeks	National Security Minister Stuart Young gave the updated figure in Tuesday night’s Senate debate. This focused on an Opposition motion seeking to annul Government’s Immigration regulations. The regulations are geared to allow the Venezuelans who are registered to work for a year in T&T without having to apply for a work permit separately. 
A safe place for migrant children - Trinidad & Tobago Express	https://trinidadexpress.com/news/local/a-safe-place-for-migrant-children/article_8d7561ee-9874-11e9-8f99-2beb2d641ac9.html	2019-06-26	A safe place for migrant children	The parish grounds of St Benedict’s Church in La Romaine now serves as an activity centre for Venezuelan migrant children. She said: “On March 26, six of us sat down on my porch and we wanted to help with the Venezuelan migrants in any way possible. Three people in the group were teachers and one was a clinical psychologist. 
CoP dismisses 'rumshop talk' of mass migration - Trinidad News	https://newsday.co.tt/2019/06/26/cop-dismisses-rumshop-talk-of-mass-migration/	2019-06-26	CoP dismisses 'rumshop talk' of mass migration	None 
ECA wants labour policy for migrants - Trinidad Guardian	http://www.guardian.co.tt/news/eca-wants-labour-policy-for-migrants-6.2.874195.cddfa712eb	2019-06-27	ECA wants labour policy for migrants	Ali said he was recently part of a discussion hosted by the ECA’s parent body, the International Organization for Employers (IOE), in Geneva where presentations were made by a number of countries who are grappling with mass migration. Even though the Venezuelan migrant registration policy has ended and many are already working, Ali said the Government still had time to formulate a policy that will benefit both employees and employers. Both Fingal and Ali said they believe an expansion of the labour force will augur well for this country’s competitiveness competence. 
Young: No TT citizens confirmed at Syrian refugee camp - Trinidad News	https://newsday.co.tt/2019/07/03/young-no-tt-citizens-confirmed-at-syrian-refugee-camp/	2019-07-03	Young: No TT citizens confirmed at Syrian refugee camp	None 
Female migrant abuse alive - Trinidad News	https://newsday.co.tt/2019/07/07/female-migrant-abuse-alive/	2019-07-07	Female migrant abuse alive	None 
Miss World T&T brings hope to migrant children - Trinidad & Tobago Express	https://trinidadexpress.com/news/local/miss-world-t-t-brings-hope-to-migrant-children/article_1e03af3a-a582-11e9-b9ce-5f5a60e7c496.html	2019-07-13	Miss World T&T brings hope to migrant children	It is a cause which is very close to Ramey’s heart and through her foundation, Esperanza, she will present a documentary to the Miss World Organisation at the competition in December. They have managed to create a model that allows this centre, that was so generously offered by Fr Pereira, to be a hub for love and safety. This will be carried out in the form of music, sport, theatre, dance and agriculture,” she said. 
Of migrants and refugees - Trinidad News	https://newsday.co.tt/2019/07/16/of-migrants-and-refugees/	2019-07-16	Of migrants and refugees	None 
The unending refugee saga - Trinidad & Tobago Express	https://trinidadexpress.com/opinion/editorials/the-unending-refugee-saga/article_50192d1c-ae77-11e9-b48a-eb6578ab10bd.html	2019-07-24	The unending refugee saga	Threatened with legal action by a group of 248 unregistered Venezuelan migrants, Prime Minister Dr Keith Rowley has responded by digging in his heels and instructing his National Security Minister to deport all unregistered Venezuelans. Dr Rowley’s tough stance is consistent with his position on illegal Venezuelan immigrants. Despite Dr Rowley’s invoking of the spectre of refugee camps in Trinidad, Venezuelans who have been slipping into Trinidad show no interest in being marginalised into the camps. 
Venezuelan migrants start collecting 'work permits' - Trinidad Guardian	http://www.guardian.co.tt/news/venezuelan-migrants-start-collecting-work-permits-6.2.895627.98e957255a	2019-07-27	Venezuelan migrants start collecting 'work permits'	Young said Immigration Division had to ensure that the information provided on the application forms was accurate with Interpol and other intelligence agencies, with some registrants failing this “due diligence” exercise. Holders of the cards will be granted an additional six months once successfully assessed. “But there are safeguards within this card that we can verify at any given point in time.” She said the cards will not allow Venezuelans to vote, become a citizen or grant them permanent residency but for them to work legally for six months in the first instance. 
ITNAC opens school for migrant children... - Trinidad Guardian	http://www.guardian.co.tt/news/itnac-opens-school-for-migrant-children-6.2.902997.8c6d75c094	2019-08-06	ITNAC opens school for migrant children...	“The Learning Space” as it is called, would be schooling some 100 children from toddlers to teenagers. Very importantly, our friend here, she (Greisy Gonzalez) would be helping us in terms of assessing the children on where they are at emotionally, psychologically. The parents were also briefed by TTPS Road Coordinator, Brent Batson on how to stay safe. 
Rowley : T&T no refugee camp - Trinidad & Tobago Express	https://trinidadexpress.com/news/local/rowley-t-t-no-refugee-camp/article_6dd9715e-49ba-11e8-9025-ab1f5c0af9fc.html	2019-08-15	Rowley : T&T no refugee camp	Prime Minister Dr Keith Rowley yesterday stressed Trinidad and Tobago will not be converted into a “refugee camp” by United Nations (UN) spokespersons, and condemned the attempt by UN (and Amnesty International) public servants to tarnish the image of this country, based on “misinformation”. Addressing the media at the Diplomatic Centre, St Ann’s, at the post-Cabinet news conference following his return from the Commonwealth Heads of Government Meeting (CHOGM) in London, England, the prime minister also sought to put in context the difference between economic migrants and political refugees. He was responding to objections from international and domestic critics to T&T’s repatriation of 82 Venezuelans. 
The Venezuelan migrant crisis - Trinidad & Tobago Express	https://trinidadexpress.com/opinion/columnists/the-venezuelan-migrant-crisis/article_10dd8f5e-22f8-11e9-86e1-d739d30637a9.html	2019-08-16	The Venezuelan migrant crisis	The Attorney General has recently revealed that legislation which seeks to treat with asylum requests from foreign nationals is being prepared. While the Government’s action was certainly both heavy-handed and shortsighted; since it was not a solution which could be repeated indefinitely; to see the migrant problem simply in terms only of humanitarian concerns is itself short sighted. And genuine refugees or not this country had better find a modus operandi for dealing with them humanely but realistically given our circumstances. 
What Trump’s new immigration rule means for us - Trinidad & Tobago Express	https://trinidadexpress.com/opinion/columnists/what-trump-s-new-immigration-rule-means-for-us/article_ae65253a-c3a6-11e9-aaa4-8fdf1b923bec.html	2019-08-20	What Trump’s new immigration rule means for us	The Guyana possibility apart, Trump’s new immigration rules should cause all Caribbean governments to consider how they cope with an increased population resulting from greatly restricted emigration. Even the present categories of workers that are allowed free movement within Caricom should be reviewed considering current developments. Caricom countries should collectively address the issue and determine how best they could jointly deal with it. 
Embracing the migrant community - Trinidad & Tobago Express	https://trinidadexpress.com/features/local/embracing-the-migrant-community/article_98e92ae2-d1d1-11e9-ae3f-b74ba0b5c87b.html	2019-09-07	Embracing the migrant community	2019 will undoubtedly be known as the year when the ongoing political and economic crisis in Venezuela spilled onto our shores here in T&T. In a matter of two weeks (May 31-June 14) more than 14,000 Venezuelans registered to live and work in Trinidad and Tobago for one year. LARMS is a relatively new organisation which was established less than six months ago with the aim of giving migrants and their young children some semblance of a normal life. 
Venezuelan migrant shot dead in Point Fortin - Trinidad Guardian	http://www.guardian.co.tt/news/venezuelan-migrant-shot-dead-in-point-fortin-6.2.934413.6ab6ef5ac3	2019-09-13	Venezuelan migrant shot dead in Point Fortin	Investigators are probing whether a lovers' quarrel may have led to the death of Venezuelan migrant Daniel Vasquez, who was shot in Point Fortin on Thursday night. Witnesses said the gunman then ran onto School Road and disappeared. While a few of them believe that Vasquez had owed money to someone. 
Labour Minister: 'Consider V'zuelans on new migrant policy - Trinidad News	https://newsday.co.tt/2019/09/13/labour-minister-consider-vzuelans-on-new-migrant-policy/	2019-09-13	Labour Minister: 'Consider V'zuelans on new migrant policy	None 
PM blasts BBC 'agenda' in migrant report - Trinidad Guardian	http://www.guardian.co.tt/news/pm-blasts-bbc-agenda-in-migrant-report-6.2.936780.d10c439a74	2019-09-17	PM blasts BBC 'agenda' in migrant report	Rowley said Government made it clear if Venezuelans didn’t want to be registered, then they could not stay in this country. When Newsday’s Sean Douglas asked if Government had a communication problem, Rowley snapped, “ You doh start dat! He met US Congressional leaders of teams on Foreign Relations, Security and Financial Services among others. 
Sister of ISIS refugees pleads with Young... - Trinidad Guardian	http://www.guardian.co.tt/news/sister-of-isis-refugees-pleads-with-young-6.2.969679.0f9738111e	2019-10-24	Sister of ISIS refugees pleads with Young...	Felicia Perkins-Ferreira has sent a passionate plea to National Security Minister Stuart Young to bring home her sister and her (sister’s) children along with the rest of Trinidadian women currently being held at a Kurdish-run camp in northern Syria. Young responded yesterday to the Guardian Media saying: “As I have previously indicated, the Government, through the Ministry of National Security, has a very careful and cautious policy to deal with persons who claim to be citizens of Trinidad and Tobago located in ISIS conflict war zones. Perkins-Ferreira and two other women have 11 family members between them at the camps. 
Venezuelan refugees need our help - Trinidad Guardian	http://www.guardian.co.tt/opinion/venezuelan-refugees-need-our-help-6.2.978466.ce5dd510c2	2019-11-05	Venezuelan refugees need our help	According to him, these women should not be labelled terrorists as they were just being “good Muslim wives” by following their husbands. I don’t buy the excuse that some of them were tricked into going to Syria. What guarantees do we have that they won’t return and spread it to other Muslims? 
Young: Info on ISIS refugees must first be verified - Trinidad Guardian	http://www.guardian.co.tt/news/young-info-on-isis-refugees-must-first-be-verified-6.2.988413.d90a60e92f	2019-11-17	Young: Info on ISIS refugees must first be verified	National Security Minister Stuart Young said on Sunday that information in the public domain about T&T nationals who left to join ISIS must first be verified but acknowledged that some of the evidence was disturbing. He was responding to a report carried by Amandla Thomas-Johnson in the Middle East Eye (MEE). “As Minister of National Security, I am ensuring that the relevant authorities are conducting verification and information gathering exercises and I will say that some of the evidence obtained so far with respect to some Trinidadians who went to join ISIS is very disturbing.” He assured that the ministry will be acting in the best interest of T&T’s nationals. 
CXC certifies education plan for migrant children - Trinidad Guardian	http://www.guardian.co.tt/news/cxc-certifies-education-plan-for-migrant-children-6.2.989214.0a1241e584	2019-11-18	CXC certifies education plan for migrant children	They would be used as part of a blended online/face-to-face instruction programme, certified by the Caribbean Examination Council (CXC), called “Equal Place”. That’s how we came up with this initiative,” he said. Some people reach here because it’s the easiest and the closest place to go and it’s our responsibility to help them to enjoy their rights.” Living Water Community Director Rhonda Maingot also said: “it is so important that our children get into the school.” There just over 16,000 Venezuelans who registered to live and work legally in this country for a year, following government’s registration amnesty exercise. 
EU provides 1,000 tablets for migrant children - Trinidad News	https://newsday.co.tt/2019/11/19/eu-provides-1000-tablets-for-migrant-children/	2019-11-19	EU provides 1,000 tablets for migrant children	None 
Gordon: Too many migrants to handle - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/gordon-too-many-migrants-to-handle/article_216e0cf6-2395-11ea-8357-7365bdfed01d.html	2019-12-20	Gordon: Too many migrants to handle	Gordon was speaking during a news conference yesterday at Archbishop’s House in Port of Spain. Gordon said it is a miracle what the Church has been able to achieve with insufficient resources. “If you have children in your country, whatever the circumstance, educating that child has to be a top priority,” he stated. 
Ministry looking at migrant children's education - Trinidad News	https://newsday.co.tt/2020/01/06/ministry-looking-at-migrant-childrens-education/	2020-01-06	Ministry looking at migrant children's education	None 
Venezuelan activist not comforted by news of extension for migrants - Trinidad Guardian	http://www.guardian.co.tt/news/venezuelan-activist-not-comforted-by-news-of-extension-for-migrants-6.2.1032051.8a3255c1cc	2020-01-17	Venezuelan activist not comforted by news of extension for migrants	During Thursday’s Post-Cabinet Media Briefing, National Security Minister Stuart Young guaranteed that holders of registration cards would get a six-month extension at the end of the period for which they are registered. “Until proper polices are drafted,” she says, “we will continue in the same way, with people complaining. What’s going to happen when those six months pass?” Sofia Figueroa-Leon made the comment during an interview with CNC3 NEWS, today. 
Venezuelan migrants to get 6-month extension - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/newsextra/venezuelan-migrants-to-get-6-month-extension/article_4adbfc5e-3922-11ea-a8a5-b3ba6aefc2f2.html	2020-01-17	Venezuelan migrants to get 6-month extension	National Security Minister Stuart Young has given the assurance that Venezuelan migrants who were given registration cards will receive “an automatic six-month extension” at the end of the expiry period. What we are working out right now is the methodology. “So persons who were originally granted registration and provided cards under that registration process will be granted the six-month extension,” Young said at yesterday’s post-Cabinet press briefing yesterday. 
Expect more people to migrate from T&T - Trinidad Guardian	http://www.guardian.co.tt/news/expect-more-people-to-migrate-from-tt-6.2.1068292.49f252bc90	2020-02-29	Expect more people to migrate from T&T	"Young educated professionals are one of the major groups that he identified as being most prone to emigrate. He said there are serious problems in the nation’s schools which lead to gang violence. But the study found that 29.4 per cent of respondents admitted to sending remittances only ""in emergencies or on special occasions."" "
Immigration changes to affect citizens, migrants, students - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/newsextra/immigration-changes-to-affect-citizens-migrants-students/article_b36fef48-6fbc-11ea-98d0-7f3a1856d600.html	2020-03-27	Immigration changes to affect citizens, migrants, students	ammended operationsPeople are asked to take note of the following temporary changes to the services offered at the Trinidad and Tobago Immigration Division offices, which form part of Government’s response to COVID-19: All permanent residence and citizenship interviews will be suspended until further notice; Persons who were unable to leave Trinidad and Tobago by March 22, 2020 and whose landing certificates may have expired or will expire by April 30, 2020, will be granted an extension of stay until June 22, 2020; Holders of student permits will be granted a three (3) month extension of stay in the first instance, if the permit expires before April 30, 2020; The issuing of visas to foreign nationals will be suspended until Trinidad and Tobago’s borders are re-opened; A drop-off system will be implemented in the coming days for the submission of Trinidad and Tobago passport renewal applications. With regard to extensions of landing certificates, permanent residence and student permits, persons whose documents have expired, or will expire by April 30, 2020 are asked to contact the Immigration Division urgently via the following email addresses: o For Caribbean Community (CARICOM) nationals: extensions.caricom@gov.tt; o For nationals of all other countries which do not fall under CARICOM: extensions.international@gov.tt Applicants must provide, via email, their full name, current residential address, telephone number, a copy of the bio data page of their passport, a copy of their last entry or extension certificate (if applicable), and any other supporting documents. Applicants should come to the appointment venue no earlier than ten (10) minutes before the scheduled time as only a limited number will be allowed into the offices at any point in time. 
Venezuelan migrant convoy stopped in Cedros: 45 arrested - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/venezuelan-migrant-convoy-stopped-in-cedros-45-arrested/article_45f76972-63ab-11ea-a619-1b633914b93e.html	2020-03-31	Venezuelan migrant convoy stopped in Cedros: 45 arrested	Police say 37 Venezuelan nationals; 11 males, 12 females and 14 minors, were found in the vehicles. Eight Trinidadian nationals from the South and Central Divisions were also arrested incident. Police believe the migrants had just arrived by boat from Venezuela. 
93 Venezuelans migrants stopped on south coast - Trinidad & Tobago Express	https://trinidadexpress.com/news/local/93-venezuelans-migrants-stopped-on-south-coast/article_e98a90ce-7cc4-11e9-b753-7fa669988d93.html	2020-04-11	93 Venezuelans migrants stopped on south coast	There has been an influx of Venezuelans into Trinidad since Minister of National Security Stuart Young urged them to register for an amnesty, where they will be given ID cards and allowed to work for one year. Last month, a vessel loaded with 38 passengers overturned east of the uninhabited Los Patos Island, near Dragon’s Mouth. A second Venezuelan migrant boat, travelling from Guiria to Trinidad, was reported missing at the weekend. 
'Close the borders!' - Anti-migrant protest erupts in Port of Spain - Trinidad & Tobago Express	https://trinidadexpress.com/news/local/close-the-borders---anti-migrant-protest-erupts-in-port-of-spain/article_f6dfe8f0-8e3f-11e9-9468-df9207c0588a.html	2020-04-11	'Close the borders!'Anti-migrant protest erupts in Port of Spain	There have been calls for the registration deadline to be extended but this is being rejected by Government. There is no accurate count of how many Venezuelans have crossed over into Trinidad, fleeing the economic and political chaos in Venezuela. There has been a backlash from a significant portion of the local population which many condemning Government’s policy of allowing in so many Venezuelans. 
Social groups help Venezuelan migrants - Trinidad Guardian	http://www.guardian.co.tt/news/social-groups-help-venezuelan-migrants-6.2.1105980.26f7ea3761	2020-04-27	Social groups help Venezuelan migrants	Since the virus lockdown took effect on March 23, LARMS has been distributing over 70 food hampers weekly to migrant families. For those farmers, if you have a surplus we are asking you to call us so we can arrange transportation to collect supplies for our migrant and local families who are in need,” Ramnarine said. She said LARMS had joined with social group Kindness Makes a Difference (KDM) and they were also doing hampers for local families. 
Few places for refugee children to learn - Trinidad News	https://newsday.co.tt/2020/05/03/few-places-for-refugee-children-to-learn/	2020-05-03	Few places for refugee children to learn	None 
Venezuelan migrants form small community on Icacos beach - Trinidad Guardian	http://www.guardian.co.tt/news/venezuelan-migrants-form-small-community-on-icacos-beach-6.2.1111953.b3eec1ac2f	2020-05-06	Venezuelan migrants form small community on Icacos beach	Eighteen members of a family live in one shack and Perez said they work hard together to make ends meet. “Every day people come and drop things off to them because word gets around about how they are living,” Balchan said. He said there were over 40 Venezuelan children in the Icacos community who needed assistance with schooling. 
Caribbean migrant workers risk covid19…. for Canada's food security - Trinidad News - Trinidad News	https://newsday.co.tt/2020/05/06/caribbean-migrant-workers-risk-covid19-for-canadas-food-security/	2020-05-06	Caribbean migrant workers risk covid19…. for Canada's food security	None 
Covid19 and the Venezuelan migrant community - Trinidad News	https://newsday.co.tt/2020/05/07/covid19-and-the-venezuelan-migrant-community/	2020-05-07	Covid19 and the Venezuelan migrant community	None 
Fears of health crisis at Icacos migrant camp - Trinidad Guardian	http://www.guardian.co.tt/news/fears-of-health-crisis-at-icacos-migrant-camp-6.2.1113420.2661fc84a7	2020-05-08	Fears of health crisis at Icacos migrant camp	“We could be facing a whole lot of diseases from the bacteria carried by sewage and wastewater like cholera, shigellosis, typhoid fever, salmonella, and E-Coli in a few months as soon as the rains begin,” he said. Another resident, Aneer Ojeer, said the migrants could not do better for themselves and deserved some help. This is a recipe for widespread disease by the local and migrant community,” Teelucksingh said. 
Rowley explains in Parliament: Delcy came to talk on migrants, Covid - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/rowley-explains-in-parliament-delcy-came-to-talk-on-migrants-covid/article_5e8d888e-9715-11ea-8421-6b031402db37.html	2020-05-15	Rowley explains in Parliament: Delcy came to talk on migrants, Covid	So said Prime Minister Dr Keith Rowley yesterday as he continued efforts to explain why he met with Vice-President of Venezuela Delcy Rodriguez while the borders were closed. In response to a question from Pointe-a-Pierre MP David Lee, Rowley said there was a clause which placed an obligation on the buyer to observe international trade sanctions. “The exact price cannot be disclosed due to contractual confidentiality which is standard practice in commercial trading. 
RKF donates to migrant families - Trinidad News	https://newsday.co.tt/2020/05/18/rkf-donates-to-migrant-families/	2020-05-18	RKF donates to migrant families	None 
Nafeesa: T&T Immigration laws need to be repealed - Trinidad Guardian	http://www.guardian.co.tt/news/nafeesa-tt-immigration-laws-need-to-be-repealed-6.2.1123932.21a193a78a	2020-05-26	Nafeesa: T&T Immigration laws need to be repealed	"""In the last couple of years, people have been crossing borders and travelling more frequently. There are hundreds of people who have secured asylum here and despite the registration period, many others not able to register,"" she explained. In those circumstances, we need to look at each case on its own merit. "
Venezuelan migrant registration to be extended - Trinidad Guardian	http://www.guardian.co.tt/news/venezuelan-migrant-registration-to-be-extended-6.2.1135391.f7326f1583	2020-06-12	Venezuelan migrant registration to be extended	"Story by RISHARD KHAN (rishard.khan@guardian.co.tt) Confirmation today that the registration of Venezuelan migrants who signed up to work and stay in T&T for a one-year period would be extended. ""Given what has happened in the intervening period with the COVID and all that we are experiencing, we anticipate that the Government of Trinidad and Tobago would continue to extend this facility to the Venezuelans within our border up until… we can say, Cabinet would be asked to do so up until December 2020,"" he said. The registration process took place just under one year ago. "
Venezuelan migrant is chef, small business operator in T&T - Trinidad Guardian	http://www.guardian.co.tt/news/venezuelan-migrant-is-chef-small-business-operator-in-tt-6.2.1135904.b540889331	2020-06-13	Venezuelan migrant is chef, small business operator in T&T	His mother has Trinidadian roots and he thought that Trinidad would be the ideal place for a new start. He also prepares Venezuelan snacks like tequeños, pastelitos and empanadas to sell based on orders. “Venezuela is a country of immigrants, there are Colombians, my father is of Italian heritage, many immigrants came from all over the world and you never saw police going to arrest people to deport them. 
Amnesty for Venezuelan migrants extended - Trinidad Guardian	http://www.guardian.co.tt/news/amnesty-for-venezuelan-migrants-extended-6.2.1135693.9527cb8ed2	2020-06-13	Amnesty for Venezuelan migrants extended	Prime Minister Rowley said Government’s amnesty allowed 16,000 Venezuelans to reside here for one year. “What we’re responsible for is giving them the facilities to reside here and making them productive citizens (of Venezuela) temporarily domiciled in Trinidad and Tobago,” he said. I wish the UNC would stop undermining T&T’s foreign policy!” To Oropouche EastMP Roodal Moonilal’s question about whether it was good to have disagreement between US lines and T&T policy, Rowley said this country is well-considered and civilly open on foreign policy but was being attacked by UNC MPs because another country has an issue with it. 
JSC report on sex abuse of migrants: 484 complaints but zero convictions - Trinidad News	https://newsday.co.tt/2020/07/04/jsc-report-on-sex-abuse-of-migrants-484-complaints-but-zero-convictions/	2020-07-04	JSC report on sex abuse of migrants: 484 complaints but zero convictions	None 
CADV: Protect migrants from sex abuse - Trinidad News	https://newsday.co.tt/2020/07/06/cadv-protect-migrants-from-sex-abuse/	2020-07-06	CADV: Protect migrants from sex abuse	None 
Illegal immigrants pose COVID threat - Trinidad Guardian	http://www.guardian.co.tt/opinion/illegal-immigrants-pose-covid-threat-6.2.1162493.56636ac39c	2020-07-23	Illegal immigrants pose COVID threat	While some of these are being apprehended by our Coastguard patrols, it is likely that a large number are still slipping through. A report in today’s press indicated that when the Coastguard does intercept a boatload of Venezuelan refugees, the boats are often just “escorted back to Venezuela”—no doubt for them to try the voyage again in a few days’ time. That will soon put a stop to this serious problem—they will very soon run out of boats. 
Destroy the refugee boats - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/opinion/letters/destroy-the-refugee-boats/article_9be4f674-cc74-11ea-806d-cbacd6da9853.html	2020-07-23	Destroy the refugee boats	While some of them are being apprehended by our Coast Guard patrols, it is likely that a large number are still slipping through. A report in the press indicated that when the Coast Guard does intercept a boatload of Venezuelan refugees, the boats are often just “escorted back to Venezuela”—no doubt to try the voyage again in a few days’ time. That will soon put a stop to this serious problem: they will very soon run out of boats. 
Young: Don’t harbour illegal immigrants - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/news/local/young-don-t-harbour-illegal-immigrants/article_22e9c6b8-cedc-11ea-ab2c-93dc05aa6265.html	2020-07-25	Young: Don’t harbour illegal immigrants	It is the Trinidadians who are harbouring illegal immigrants and participating in this activity,” he said. We will be taking the necessary action with respect to persons doing this.” Warning for businessmen, landlords Young also warned businessmen that they, too, will face charges if they allow people to disembark from cargo vessels. When you are renting your premises, please enquire whether these persons have permission to be here in Trinidad and Tobago. 
Public gives cops crucial info on illegal migrants - Trinidad Guardian	http://www.guardian.co.tt/news/public-gives-cops-crucial-info-on-illegal-migrants-6.2.1165426.4cb0c448c7	2020-07-27	Public gives cops crucial info on illegal migrants	Griffith yesterday said they received reports on suspected foreigners being housed in certain areas, adding some people had very reliable information. Griffith has also been apprised of information where certain comments on a Spanish social media site had condemned—in extreme terms—T&T police who are holding illegal migrants. But Opposition MP Roodal Moonilal said with localised cases of COVID-19, there was a genuine concern that some Venezuelans may be carrying the virus. 
32 Venezuelans arrested, as migrant boat races to shore - Trinidad & Tobago Express Newspapers	https://trinidadexpress.com/newsextra/32-venezuelans-arrested-as-migrant-boat-races-to-shore/article_6d0f09a2-d016-11ea-a07d-e7d1b4165086.html	2020-07-27	32 Venezuelans arrested, as migrant boat races to shore	A chase ensued and shortly after, the vessel was intercepted near Chacachacare Islands. The 32 immigrants were conveyed to Staubles Bay where they were medically examined and transported to the Chaguaramas Heliport where they will undergo 14 days’ quarantine. Anyone who has information on suspected illegal immigrants are strongly encouraged to call the police at 555. 
32 illegal migrants held in Carenage - Trinidad Guardian	http://www.guardian.co.tt/news/32-illegal-migrants-held-in-carenage-6.2.1165735.3c02d4f625	2020-07-27	32 illegal migrants held in Carenage	A chase ensued and shortly after, the vessel was intercepted near Chacachacare Islands. Police officers also responded and mounted a search for the suspects; however, it proved futile. The 32 immigrants were conveyed to Staubles Bay where they were medically examined and transported to the Chaguaramas Heliport where they will undergo 14 days’ quarantine. 
